Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Condition	RT	Key	Error
1	1		poison			1		1221	4	1
1	2		vacation			2		753	5	1
1	3		vomit			1		942	4	1
1	4		smile			2		802	5	1
1	5		paradise			2		746	5	1
1	6		romance			2		824	5	1
1	7		garbage			1		787	4	1
1	8		vacation			2		633	5	1
1	9		pest			1		814	4	1
1	10		despair			1		761	4	1
1	11		pest			1		714	4	1
1	12		smile			2		863	5	1
1	13		paradise			2		787	5	1
1	14		disgust			1		664	4	1
1	15		success			2		851	5	1
1	16		garbage			1		884	4	1
1	17		poison			1		1084	4	1
1	18		beauty			2		669	5	1
1	19		love			2		683	5	1
1	20		beauty			2		603	5	1
1	21		love			2		619	5	1
1	22		romance			2		766	5	1
1	23		despair			1		655	4	1
1	24		sewage			1		746	4	1
1	25		disgust			1		631	4	1
1	26		sewage			1		701	4	1
1	27		joy			2		640	5	1
1	28		joy			2		569	5	1
1	29		cockroach			1		657	4	1
1	30		vomit			1		668	4	1
1	31		cockroach			1		938	4	1
1	32		success			2		669	5	1
2	1	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White13.jpg	despair	2	nose	1	231	1112	4	1
2	2	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black9.jpg	love	1	nose	2	132	745	5	1
2	3	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black15.jpg	garbage	1	eyes	1	121	866	4	1
2	4	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White9.jpg	smile	2	nose	2	232	960	5	1
2	5	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White23.jpg	romance	2	eyes	2	222	1164	5	1
2	6	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black23.jpg	despair	1	nose	1	131	984	4	1
2	7	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black3.jpg	beauty	1	forehead	2	112	1177	5	1
2	8	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White10.jpg	love	2	eyes	2	222	1303	5	1
2	9	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White7.jpg	love	2	nose	2	232	971	5	1
2	10	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black20.jpg	love	1	nose	2	132	802	5	1
2	11	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black19.jpg	love	1	forehead	2	112	821	5	1
2	12	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White2.jpg	cockroach	2	forehead	1	211	923	4	1
2	13	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black7.jpg	success	1	forehead	2	112	1335	5	1
2	14	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White5.jpg	vacation	2	eyes	2	222	614	5	1
2	15	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White3.jpg	joy	2	forehead	2	212	564	5	1
2	16	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black7.jpg	poison	1	eyes	1	121	791	4	1
2	17	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black4.jpg	pest	1	forehead	1	111	923	4	1
2	18	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White7.jpg	paradise	2	eyes	2	222	919	5	1
2	19	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White21.jpg	beauty	2	eyes	2	222	1240	5	1
