Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Condition	RT	Key	Error
1	1		sewage			1		1977	4	1
1	2		romance			2		1004	5	1
1	3		vacation			2		1037	5	1
1	4		smile			2		883	5	1
1	5		garbage			1		827	4	1
1	6		success			2		841	5	1
1	7		disgust			1		1097	4	1
1	8		vomit			1		812	4	1
1	9		despair			1		968	4	1
1	10		joy			2		752	5	1
1	11		sewage			1		782	4	1
1	12		pest			1		1313	4	1
1	13		success			2		703	5	1
1	14		smile			2		834	5	1
1	15		romance			2		768	5	1
1	16		garbage			1		672	4	1
1	17		love			2		686	5	1
1	18		beauty			2		1070	5	1
1	19		cockroach			1		636	4	1
1	20		despair			1		1138	4	1
1	21		disgust			1		749	4	1
1	22		poison			1		795	4	1
1	23		paradise			2		736	5	1
1	24		vomit			1		1355	4	1
1	25		beauty			2		657	5	1
1	26		vacation			2		844	5	1
1	27		joy			2		605	5	1
1	28		poison			1		621	4	1
1	29		love			2		672	5	1
1	30		pest			1		718	4	1
1	31		cockroach			1		628	4	1
1	32		paradise			2		601	5	1
2	1	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White3.jpg	poison	2	eyes	1	221	919	4	1
2	2	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White20.jpg	despair	2	nose	1	231	794	4	1
2	3	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White15.jpg	cockroach	2	nose	1	231	635	4	1
2	4	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black10.jpg	beauty	1	forehead	2	112	812	5	1
2	5	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White23.jpg	vacation	2	eyes	2	222	746	5	1
2	6	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black17.jpg	despair	1	eyes	1	121	769	4	1
2	7	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White1.jpg	success	2	nose	2	232	700	5	1
2	8	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black1.jpg	vacation	1	eyes	2	122	693	5	1
2	9	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White2.jpg	romance	2	forehead	2	212	756	5	1
2	10	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White8.jpg	romance	2	nose	2	232	557	5	1
2	11	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black10.jpg	romance	1	eyes	2	122	523	5	1
2	12	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White19.jpg	paradise	2	eyes	2	222	679	5	1
2	13	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black8.jpg	despair	1	forehead	1	111	594	4	1
2	14	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black2.jpg	pest	1	eyes	1	121	571	5	1
2	15	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black14.jpg	smile	1	forehead	2	112	684	5	1
2	16	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black23.jpg	pest	1	nose	1	131	776	4	1
