Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Condition	RT	Key	Error
1	1		vomit			1		787	4	1
1	2		success			2		537	5	1
1	3		paradise			2		556	5	1
1	4		romance			2		546	5	1
1	5		beauty			2		488	5	1
1	6		pest			1		624	4	1
1	7		disgust			1		451	4	1
1	8		smile			2		499	5	1
1	9		joy			2		590	5	1
1	10		cockroach			1		540	4	1
1	11		cockroach			1		447	4	1
1	12		garbage			1		527	4	1
1	13		vacation			2		480	5	1
1	14		poison			1		440	5	1
1	15		love			2		648	5	1
1	16		beauty			2		592	5	1
1	17		vomit			1		558	4	1
1	18		sewage			1		532	4	1
1	19		romance			2		551	5	1
1	20		pest			1		573	4	1
1	21		sewage			1		488	4	1
1	22		despair			1		768	4	1
1	23		love			2		528	5	1
1	24		disgust			1		609	4	1
1	25		success			2		545	5	1
1	26		garbage			1		503	4	1
1	27		poison			1		610	4	1
1	28		joy			2		642	5	1
1	29		smile			2		458	5	1
1	30		despair			1		461	4	1
1	31		paradise			2		528	5	1
1	32		vacation			2		465	5	1
2	1	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White1.jpg	disgust	2	forehead	1	211	575	4	1
2	2	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White5.jpg	vomit	2	nose	1	231	549	4	1
2	3	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White22.jpg	cockroach	2	eyes	1	221	518	4	1
2	4	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White12.jpg	despair	2	forehead	1	211	524	4	1
2	5	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White22.jpg	vacation	2	eyes	2	222	552	5	1
2	6	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black4.jpg	cockroach	1	nose	1	131	572	4	1
2	7	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White20.jpg	beauty	2	forehead	2	212	618	5	1
2	8	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black19.jpg	vomit	1	nose	1	131	520	4	1
2	9	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White11.jpg	love	2	eyes	2	222	483	5	1
2	10	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White1.jpg	poison	2	eyes	1	221	455	4	1
2	11	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White1.jpg	cockroach	2	nose	1	231	565	4	1
2	12	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White3.jpg	pest	2	eyes	1	221	585	4	1
2	13	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White21.jpg	love	2	eyes	2	222	468	5	1
2	14	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black17.jpg	romance	1	forehead	2	112	690	5	1
2	15	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black24.jpg	despair	1	forehead	1	111	577	4	1
2	16	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White8.jpg	joy	2	eyes	2	222	519	5	1
2	17	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White6.jpg	garbage	2	forehead	1	211	547	4	1
2	18	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black3.jpg	sewage	1	nose	1	131	638	4	1
2	19	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White3.jpg	cockroach	2	nose	1	231	586	4	1
2	20	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White15.jpg	smile	2	forehead	2	212	979	5	1
2	21	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White2.jpg	success	2	nose	2	232	825	4	1
2	22	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black15.jpg	paradise	1	eyes	2	122	594	5	1
2	23	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black24.jpg	pest	1	eyes	1	121	526	4	1
2	24	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black3.jpg	pest	1	forehead	1	111	564	4	1
2	25	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White7.jpg	vacation	2	forehead	2	212	549	5	1
2	26	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White24.jpg	sewage	2	nose	1	231	486	4	1
2	27	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black2.jpg	beauty	1	forehead	2	112	489	5	1
2	28	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White12.jpg	cockroach	2	nose	1	231	541	4	1
2	29	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black21.jpg	success	1	forehead	2	112	608	5	1
2	30	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black18.jpg	disgust	1	nose	1	131	444	4	1
2	31	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black10.jpg	joy	1	forehead	2	112	471	5	1
2	32	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White6.jpg	pest	2	nose	1	231	520	4	1
2	33	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black17.jpg	despair	1	forehead	1	111	596	4	1
2	34	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black15.jpg	poison	1	eyes	1	121	477	4	1
2	35	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black21.jpg	poison	1	eyes	1	121	387	4	1
2	36	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black11.jpg	vacation	1	eyes	2	122	398	5	1
2	37	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White11.jpg	vacation	2	forehead	2	212	562	5	1
