Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Condition	RT	Key	Error
1	1		sewage			1		785	4	1
1	2		cockroach			1		567	4	1
1	3		pest			1		527	4	1
1	4		poison			1		576	4	1
1	5		smile			2		507	5	1
1	6		poison			1		568	4	1
1	7		pest			1		449	4	1
1	8		paradise			2		561	5	1
1	9		garbage			1		585	4	1
1	10		love			2		455	5	1
1	11		disgust			1		458	4	1
1	12		joy			2		413	4	1
1	13		smile			2		616	5	1
1	14		paradise			2		523	5	1
1	15		cockroach			1		523	4	1
1	16		love			2		540	5	1
1	17		garbage			1		447	4	1
1	18		vacation			2		623	5	1
1	19		despair			1		530	4	1
1	20		beauty			2		402	5	1
1	21		disgust			1		523	4	1
1	22		vomit			1		491	5	1
1	23		romance			2		691	5	1
1	24		success			2		740	5	1
1	25		vacation			2		527	5	1
1	26		romance			2		367	5	1
1	27		joy			2		495	5	1
1	28		vomit			1		330	5	1
1	29		despair			1		819	4	1
1	30		success			2		510	5	1
1	31		sewage			1		571	4	1
1	32		beauty			2		484	5	1
2	1	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black10.jpg	beauty	1	forehead	2	112	1312	5	1
2	2	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black19.jpg	romance	1	forehead	2	112	575	5	1
2	3	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black3.jpg	love	1	eyes	2	122	691	5	1
2	4	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black22.jpg	garbage	1	nose	1	131	961	4	1
2	5	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White22.jpg	love	2	nose	2	232	567	5	1
2	6	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black2.jpg	garbage	1	forehead	1	111	523	4	1
2	7	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black18.jpg	joy	1	eyes	2	122	539	5	1
2	8	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White8.jpg	pest	2	nose	1	231	668	4	1
2	9	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black2.jpg	poison	1	eyes	1	121	597	4	1
2	10	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black9.jpg	despair	1	forehead	1	111	657	4	1
2	11	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White5.jpg	despair	2	forehead	1	211	506	4	1
2	12	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White24.jpg	cockroach	2	eyes	1	221	694	4	1
