Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Condition	RT	Key	Error
1	1		smile			2		771	5	1
1	2		vacation			2		679	5	1
1	3		despair			1		599	4	1
1	4		paradise			2		519	5	1
1	5		sewage			1		648	4	1
1	6		garbage			1		608	4	1
1	7		vacation			2		624	5	1
1	8		love			2		531	5	1
1	9		disgust			1		548	4	1
1	10		romance			2		633	5	1
1	11		disgust			1		671	4	1
1	12		love			2		573	5	1
1	13		vomit			1		632	4	1
1	14		joy			2		606	5	1
1	15		cockroach			1		686	4	1
1	16		pest			1		670	4	1
1	17		smile			2		572	5	1
1	18		beauty			2		535	5	1
1	19		sewage			1		506	4	1
1	20		poison			1		600	4	1
1	21		vomit			1		584	4	1
1	22		paradise			2		611	5	1
1	23		cockroach			1		595	4	1
1	24		despair			1		561	4	1
1	25		garbage			1		473	4	1
1	26		joy			2		511	5	1
1	27		pest			1		557	4	1
1	28		poison			1		642	4	1
1	29		success			2		603	5	1
1	30		success			2		507	5	1
1	31		beauty			2		585	5	1
1	32		romance			2		532	5	1
2	1	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White1.jpg	disgust	2	nose	1	231	756	4	1
2	2	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White1.jpg	poison	2	eyes	1	221	637	4	1
2	3	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White4.jpg	sewage	2	eyes	1	221	670	4	1
2	4	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black13.jpg	beauty	1	eyes	2	122	615	5	1
2	5	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White20.jpg	vacation	2	forehead	2	212	584	5	1
2	6	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black19.jpg	paradise	1	nose	2	132	577	5	1
2	7	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White13.jpg	joy	2	forehead	2	212	516	5	1
2	8	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White22.jpg	paradise	2	nose	2	232	829	5	1
