Block	Trial	FaceFilename	WordFilename	Race	Fix	WordValence	Condition	RT	Key	Error
1	1		disgust			1		1020	4	1
1	2		paradise			2		1103	4	1
1	3		love			2		1266	5	1
1	4		despair			1		792	4	1
1	5		love			2		702	5	1
1	6		romance			2		721	5	1
1	7		smile			2		745	5	1
1	8		pest			1		999	4	1
1	9		paradise			2		712	5	1
1	10		despair			1		717	4	1
1	11		success			2		659	5	1
1	12		romance			2		1134	5	1
1	13		vacation			2		809	5	1
1	14		poison			1		770	4	1
1	15		poison			1		658	4	1
1	16		pest			1		653	4	1
1	17		beauty			2		616	5	1
1	18		smile			2		635	5	1
1	19		garbage			1		865	4	1
1	20		beauty			2		583	5	1
1	21		sewage			1		946	4	1
1	22		joy			2		647	5	1
1	23		vomit			1		944	4	1
1	24		joy			2		595	5	1
1	25		success			2		625	5	1
1	26		cockroach			1		788	4	1
1	27		cockroach			1		585	4	1
1	28		garbage			1		551	4	1
1	29		vacation			2		589	5	1
1	30		vomit			1		522	4	1
1	31		disgust			1		683	4	1
1	32		sewage			1		763	4	1
2	1	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White3.jpg	poison	2	eyes	1	221	710	4	1
2	2	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White11.jpg	joy	2	nose	2	232	503	5	1
2	3	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White1.jpg	love	2	eyes	2	222	573	5	1
2	4	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black21.jpg	disgust	1	forehead	1	111	617	4	1
2	5	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White17.jpg	romance	2	nose	2	232	576	5	1
2	6	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White24.jpg	pest	2	eyes	1	221	534	4	1
2	7	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black21.jpg	vomit	1	nose	1	131	650	4	1
2	8	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White20.jpg	joy	2	eyes	2	222	520	5	1
2	9	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White6.jpg	despair	2	forehead	1	211	548	4	1
2	10	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White16.jpg	sewage	2	nose	1	231	557	4	1
2	11	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White4.jpg	sewage	2	eyes	1	221	478	4	1
2	12	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black21.jpg	romance	1	nose	2	132	564	5	1
2	13	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black12.jpg	pest	1	eyes	1	121	535	4	1
2	14	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black1.jpg	vomit	1	nose	1	131	528	4	1
2	15	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black9.jpg	paradise	1	nose	2	132	620	5	1
2	16	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White21.jpg	vacation	2	eyes	2	222	543	5	1
2	17	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White5.jpg	vacation	2	eyes	2	222	510	5	1
2	18	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\White20.jpg	paradise	2	nose	2	232	686	5	1
2	19	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black24.jpg	joy	1	eyes	2	122	557	5	1
2	20	C:\Experiments\Bartholow Lab\Hannah Volpert\stimuli\Black2.jpg	smile	1	eyes	2	122	491	5	1
